straat;geometry;huisnr;karakter;eigenaar;capaciteit;openbaar;ondergrond;bestemming;status;urid;naam;naamid;bezettingsinfo;bronid;betrokkenadressen;timestampbron;geo_point_2d
Geraniumstraat;"{""coordinates"": [[[3.70843963674462, 51.07459997257252], [3.708447539224152, 51.074582814805865], [3.708481785697699, 51.074589284739126], [3.708473753860784, 51.07460654861412], [3.70843963674462, 51.07459997257252]]], ""type"": ""Polygon""}";17;Pedalo;Stad Gent;6;Ja;KWS;Rijweg;Actief;mob/ftsst12895;;False;False;17028827_1;Geraniumstraat 17;2025-09-29T17:56:14Z;51.074594655885114, 3.7084607002038372
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.724281135725874, 51.03659477040033], [3.724282670946714, 51.03657417874781], [3.724307597399241, 51.03657486056079], [3.724306058585146, 51.03659550870126], [3.724281135725874, 51.03659477040033]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21622;;False;False;17028636_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:06:05Z;51.036584829807076, 3.7242943713493757
Steendam;"{""coordinates"": [[[3.729288404408351, 51.05794280891864], [3.729294199440294, 51.05792520513586], [3.729329115158745, 51.05792976841098], [3.729323287787507, 51.05794747382399], [3.729288404408351, 51.05794280891864]]], ""type"": ""Polygon""}";27/29;Gent;Stad Gent;5;Ja;Materiaal Beton;Fietspad/voetpad;Actief;mob/ftsst21735;;False;False;17028770_1;Steendam 27/29;2023-06-26T12:10:46Z;51.057936316327726, 3.7293087684025394
Koning Willem I-kaai;"{""coordinates"": [[[3.731773111246614, 51.0576226683629], [3.731773059144315, 51.0576226508595], [3.731747599990844, 51.05761462357473], [3.731763547782048, 51.057594525149234], [3.731788934172022, 51.05760252985245], [3.731789060834479, 51.05760257163477], [3.731773111246614, 51.0576226683629]]], ""type"": ""Polygon""}";5W;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst21783;;False;False;17028804_1;Koning Willem I-kaai 5W;2023-10-19T12:48:27Z;51.057608596423655, 3.731768330523496
Wolfputstraat;"{""coordinates"": [[[3.764425315942252, 51.09321480321793], [3.764411204307448, 51.09323976022659], [3.764384065304404, 51.09323417924597], [3.764398430264122, 51.09320877483027], [3.764425315942252, 51.09321480321793]]], ""type"": ""Polygon""}";92;Gent;Stad Gent;5;Ja;KWS;Voetpad;Actief;mob/ftsst21549;;False;False;17028557_1;Wolfputstraat 92;2023-06-26T12:10:30Z;51.093224370807825, 3.76440471393943
Blandijnberg;"{""coordinates"": [[[3.724927840983771, 51.04402241838056], [3.724929161507238, 51.04404487505258], [3.724904225173276, 51.04404545848202], [3.724902903751479, 51.04402300124546], [3.724927840983771, 51.04402241838056]]], ""type"": ""Polygon""}";2;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21604;;False;False;17028618_1;Blandijnberg 2;2025-08-28T13:11:22Z;51.04403393822658, 3.724916032796019
Voldersstraat;"{""coordinates"": [[[3.72484309841145, 51.05225570152995], [3.724828042647296, 51.05223533198525], [3.724847432782645, 51.0522296382012], [3.724862489445129, 51.052250007183744], [3.72484309841145, 51.05225570152995]]], ""type"": ""Polygon""}";2;Nietje - Buitenmaats;Stad Gent;2;Ja;Natuursteen Platienen;Parkeerstrook;Actief;mob/ftsst21796;;False;False;17028813_1;Voldersstraat 2;2025-05-13T14:43:27Z;51.052242669825254, 3.7248452658720352
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.724651481473117, 51.03660661993106], [3.724649975896714, 51.03662682293052], [3.724625053037443, 51.03662608463009], [3.724626559512175, 51.03660588106542], [3.724651481473117, 51.03660661993106]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21640;;False;False;17028657_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:05:04Z;51.03661635219519, 3.7246382674148553
Wolfputstraat;"{""coordinates"": [[[3.764511766211922, 51.0932046962885], [3.764497402150534, 51.093230100706414], [3.764470518269066, 51.09322407232078], [3.764484882330454, 51.09319866789953], [3.764511766211922, 51.0932046962885]]], ""type"": ""Polygon""}";92;Gent;Stad Gent;5;Ja;KWS;Voetpad;Actief;mob/ftsst21554;;False;False;17028562_1;Wolfputstraat 92;2023-06-26T12:10:31Z;51.093214384303614, 3.7644911422403076
Steendam;"{""coordinates"": [[[3.729275507295823, 51.057892974239756], [3.729281301429435, 51.05787537043804], [3.729316217147886, 51.057879934282695], [3.729310389776648, 51.05789763915012], [3.729275507295823, 51.057892974239756]]], ""type"": ""Polygon""}";27/29;Gent;Stad Gent;5;Ja;Onverhard;Grasachtigen;Actief;mob/ftsst21749;;False;False;17028784_1;Steendam 27/29;2023-06-26T12:10:47Z;51.05788648173001, 3.7292958705604162
Schoolkaai;"{""coordinates"": [[[3.736659816136512, 51.056053224445925], [3.736654421753208, 51.05607087749985], [3.73661940811834, 51.05606662572539], [3.736624802501644, 51.0560489726698], [3.736659816136512, 51.056053224445925]]], ""type"": ""Polygon""}";23;Gent;Stad Gent;5;Ja;Betonstenen;Rijweg;Actief;mob/ftsst21778;;False;False;17028798_1;Schoolkaai 23;2024-04-22T17:10:01Z;51.056059925085194, 3.736639612127167
Koningin Astridlaan;"{""coordinates"": [[[3.714651342305506, 51.03622297197016], [3.714626805721854, 51.03622581843392], [3.714619839286829, 51.03620194857884], [3.714644348921036, 51.03619900834236], [3.714651342305506, 51.03622297197016]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21579;;False;False;17028589_1;Koningin Astridlaan 94;2023-09-28T16:15:37Z;51.03621243585365, 3.714635592057683
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.724330980546087, 51.03659624756702], [3.724329474969619, 51.036616450571046], [3.724304552110414, 51.036615712270454], [3.724306058585146, 51.03659550870126], [3.724330980546087, 51.03659624756702]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21624;;False;False;17028640_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:06:05Z;51.03660597983334, 3.7243177664878133
Koningin Astridlaan;"{""coordinates"": [[[3.71482305976367, 51.036243793122644], [3.714829972299735, 51.03626747541401], [3.714805461767265, 51.036270415081205], [3.714798523179951, 51.036246639585116], [3.71482305976367, 51.036243793122644]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21562;;False;False;17028572_1;Koningin Astridlaan 94;2023-09-28T16:15:36Z;51.03625708183615, 3.7148142462629936
Steendam;"{""coordinates"": [[[3.729311981591305, 51.05789764084398], [3.729317776623247, 51.05788003704403], [3.729352692341697, 51.05788460032364], [3.72934686497046, 51.05790230518924], [3.729311981591305, 51.05789764084398]]], ""type"": ""Polygon""}";27/29;Gent;Stad Gent;5;Ja;Materiaal Beton;Fietspad/voetpad;Actief;mob/ftsst21745;;False;False;17028780_1;Steendam 27/29;2023-06-26T12:10:47Z;51.05789114808621, 3.72933234549907
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.724170306077709, 51.036591792906556], [3.724171844891804, 51.03657114476447], [3.724196771344264, 51.03657182770729], [3.724195228038651, 51.03659253177242], [3.724170306077709, 51.036591792906556]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21614;;False;False;17028628_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:06:04Z;51.03658182442564, 3.724183543208442
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.724105730683493, 51.03658995308533], [3.724107269497587, 51.03656930494244], [3.724132196848377, 51.03656998788528], [3.724130652644434, 51.03659069138632], [3.724105730683493, 51.03658995308533]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21610;;False;False;17028624_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:06:04Z;51.036579984396404, 3.7241189679897513
Bagattenstraat;"{""coordinates"": [[[3.723285755678714, 51.04742278894291], [3.723283464076385, 51.04744070958984], [3.723247924927149, 51.04743890408444], [3.723250218326072, 51.04742098400152], [3.723285755678714, 51.04742278894291]]], ""type"": ""Polygon""}";54;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst21672;;False;False;17028686_1;Bagattenstraat 54;2023-06-26T12:10:41Z;51.04743084673664, 3.723266840819722
Kortrijksesteenweg;"{""coordinates"": [[[3.716729455476447, 51.03664763825271], [3.716705468661751, 51.03664331295502], [3.716716093934953, 51.03661988561747], [3.716740122072115, 51.03662411997135], [3.716729455476447, 51.03664763825271]]], ""type"": ""Polygon""}";501;Gent;Stad Gent;5;Ja;KWS;Fietspad/voetpad;Actief;mob/ftsst21769;;False;False;17028791_1;Kortrijksesteenweg 501;2023-09-20T17:47:13Z;51.03663374057546, 3.7167227927912383
Zuiderlaan;"{""coordinates"": [[[3.685822197677443, 51.04937052649657], [3.685724818504018, 51.049391044130125], [3.685651783674801, 51.04940643517292], [3.685603094088122, 51.04941669398289], [3.685594592432258, 51.04940066706202], [3.68561893767473, 51.049395537655556], [3.685691972504013, 51.04938014660911], [3.685789351677438, 51.049359628970706], [3.685813696919909, 51.04935449899497], [3.685822197677443, 51.04937052649657]]], ""type"": ""Polygon""}";14;Voorwielklem enkel;Stad Gent;30;Ja;Onverhard;Grasachtigen;Actief;mob/ftsst21558;;False;False;17028566_1;Zuiderlaan 14;2025-06-11T14:30:17Z;51.04938559643683, 3.685708394633673
Bagattenstraat;"{""coordinates"": [[[3.723250218326072, 51.04742098400152], [3.723247924927149, 51.04743890408444], [3.723212386676177, 51.04743709970844], [3.7232146800751, 51.047419179060064], [3.723250218326072, 51.04742098400152]]], ""type"": ""Polygon""}";54;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst21673;;False;False;17028687_1;Bagattenstraat 54;2023-06-26T12:10:41Z;51.047429041705875, 3.723231302408667
Pijlstraat;"{""coordinates"": [[[3.705625462894432, 51.05293629622008], [3.705617638568313, 51.052953585677315], [3.70558308487096, 51.05294754300766], [3.705590722347482, 51.05293022192594], [3.705625462894432, 51.05293629622008]]], ""type"": ""Polygon""}";6;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21792;;False;False;17028811_1;Pijlstraat 6;2025-06-18T07:15:23Z;51.05294190397703, 3.705604230798829
Wolfputstraat;"{""coordinates"": [[[3.764452199823788, 51.09322083160477], [3.764438342412162, 51.09324534007816], [3.764411204307448, 51.09323976022659], [3.764425315942252, 51.09321480321793], [3.764452199823788, 51.09322083160477]]], ""type"": ""Polygon""}";92;Gent;Stad Gent;5;Ja;KWS;Voetpad;Actief;mob/ftsst21548;;False;False;17028556_1;Wolfputstraat 92;2023-06-26T12:10:30Z;51.093230175049456, 3.7644317247663133
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.724306058585146, 51.03659550870126], [3.724304552110414, 51.036615712270454], [3.724279630149473, 51.036614973404966], [3.724281135725874, 51.03659477040033], [3.724306058585146, 51.03659550870126]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21623;;False;False;17028639_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:06:05Z;51.036605241138325, 3.724292844207667
Begijnhoflaan;"{""coordinates"": [[[3.711087557588454, 51.058787032817825], [3.711068232131763, 51.058800256018124], [3.711042004020376, 51.05878503126988], [3.711061329477133, 51.058771808065245], [3.711087557588454, 51.058787032817825]]], ""type"": ""Polygon""}";63;Gent;Stad Gent;5;Ja;Betontegels;Parkeerstrook;Actief;mob/ftsst12907;;False;False;17028834_1;Begijnhoflaan 63/63c;2025-09-29T08:55:11Z;51.0587860320424, 3.7110647808042487
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.724442757018526, 51.03659893132183], [3.724441249645464, 51.03661913488953], [3.724416327684589, 51.036618396024096], [3.724417833260991, 51.03659819302095], [3.724442757018526, 51.03659893132183]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21631;;False;False;17028647_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:06:05Z;51.03660866369772, 3.7244295419745814
Koningin Astridlaan;"{""coordinates"": [[[3.71465251820024, 51.03622690358112], [3.714659482838603, 51.03625077285848], [3.714634946254951, 51.036253619320526], [3.714627981616521, 51.036229750044626], [3.71465251820024, 51.03622690358112]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21581;;False;False;17028591_1;Koningin Astridlaan 94;2023-09-28T16:15:37Z;51.03624026145114, 3.714643732227689
Blandijnberg;"{""coordinates"": [[[3.725096955124213, 51.04401786503073], [3.725072019688515, 51.04401844846047], [3.725070604841954, 51.04399440245122], [3.725095544769237, 51.04399389470327], [3.725096955124213, 51.04401786503073]]], ""type"": ""Polygon""}";2;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21595;;False;False;17028605_1;Blandijnberg 2;2025-08-28T13:11:21Z;51.04400615280166, 3.7250837745547316
Pijlstraat;"{""coordinates"": [[[3.705625462894432, 51.05293629622008], [3.705659997727246, 51.052942351314236], [3.705652362047318, 51.05295967239142], [3.705617638568313, 51.052953585677315], [3.705625462894432, 51.05293629622008]]], ""type"": ""Polygon""}";6;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21793;;False;False;17028812_1;Pijlstraat 6;2025-06-18T07:15:24Z;51.05294798419237, 3.705638861586802
Hoornstraat;"{""coordinates"": [[[3.721083599540036, 51.05223652574289], [3.721126385398724, 51.0522366104466], [3.721126294668883, 51.05225458852364], [3.721083509708526, 51.05225450381995], [3.721083599540036, 51.05223652574289]]], ""type"": ""Polygon""}";10;Gent;Stad Gent;5;Ja;Betondallen;Voetpad;Actief;mob/ftsst21685;;False;False;17028697_1;Hoornstraat 10;2025-09-22T09:34:15Z;51.05224555710181, 3.721104947329549
Eugeen Zetternamstraat;"{""coordinates"": [[[3.752090408638847, 51.027412611938104], [3.752093664133394, 51.027434990782055], [3.752065272878863, 51.02743663208895], [3.752062018282579, 51.0274142521158], [3.752090408638847, 51.027412611938104]]], ""type"": ""Polygon""}";48;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21716;;False;False;17028756_1;Eugeen Zetternamstraat 48;2025-04-02T12:31:11Z;51.027424621806965, 3.752077840880548
Steendam;"{""coordinates"": [[[3.72918453221204, 51.057928450018636], [3.729219414692864, 51.05793311492542], [3.72921349838838, 51.05795069103873], [3.729178636568889, 51.057946130024156], [3.72918453221204, 51.057928450018636]]], ""type"": ""Polygon""}";27;Gent;Stad Gent;5;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst21740;;False;False;17028775_1;Steendam 27/29;2025-06-30T09:22:09Z;51.05793959215191, 3.729199005246646
Zwijnaardsesteenweg;"{""coordinates"": [[[3.721943510049111, 51.02647346535687], [3.721915869786153, 51.026477868444495], [3.721907136364973, 51.0264560795694], [3.72193477662793, 51.02645167647971], [3.721943510049111, 51.02647346535687]]], ""type"": ""Polygon""}";439;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst21715;;False;False;17028755_1;Zwijnaardsesteenweg 439;2023-06-26T12:10:44Z;51.02646477246253, 3.7219253232072265
Neermeerskaai;"{""coordinates"": [[[3.705844923115001, 51.04438041973316], [3.705867889443527, 51.044391080655174], [3.705843081568684, 51.044412811397436], [3.705819935577071, 51.04440230692644], [3.705844923115001, 51.04438041973316]]], ""type"": ""Polygon""}";2A;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst13180;;False;False;17029021_1;Neermeerskaai 2A;2025-06-17T07:25:19Z;51.044396648393324, 3.7058439435526678
Justus de Harduwijnlaan;"{""coordinates"": [[[3.728714124921973, 51.06648530521094], [3.728685880092835, 51.06648784723386], [3.728679790413511, 51.06646115626845], [3.728708058598841, 51.06645860916344], [3.728714124921973, 51.06648530521094]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst12909;;False;False;17028835_1;Justus de Harduwijnlaan 4;2024-09-09T16:55:14Z;51.06647322755497, 3.728696963333704
Ketelvest;"{""coordinates"": [[[3.722477996863398, 51.04911872788185], [3.722456784046271, 51.049130746452015], [3.722432953538404, 51.04911403215639], [3.722454164558936, 51.04910201358192], [3.722477996863398, 51.04911872788185]]], ""type"": ""Polygon""}";26;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst13153;;False;False;17029008_1;Ketelvest 26;2024-03-18T09:42:02Z;51.04911638004919, 3.722455474904276
;"{""coordinates"": [[[3.705893090780566, 51.05136968807601], [3.705920336683132, 51.051374634300416], [3.705908659482728, 51.05140057839357], [3.705881248290164, 51.051395603372164], [3.705893090780566, 51.05136968807601]]], ""type"": ""Polygon""}";;Gent;Stad Gent;5;Ja;Betontegels;Voetpad;Actief;mob/ftsst13146;;False;;17029003_1;Karel Lodewijk Dierickxstraat to 32;2025-06-18T07:07:26Z;51.051385139046936, 3.705900827802186
Uilkensstraat;"{""coordinates"": [[[3.724622228734235, 51.03119838415568], [3.72464413415239, 51.031186877860264], [3.724666942377495, 51.03120414436414], [3.724645036959273, 51.03121565009031], [3.724622228734235, 51.03119838415568]]], ""type"": ""Polygon""}";43;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst13071;;False;False;17028925_1;Uilkensstraat 43;2023-06-26T12:10:54Z;51.03120126406978, 3.7246445855528654
Warandestraat;"{""coordinates"": [[[3.736995781561173, 51.05767062651874], [3.737021609023922, 51.05767550770292], [3.737011363738092, 51.05769703233563], [3.736985879431768, 51.057692316588806], [3.736995781561173, 51.05767062651874]]], ""type"": ""Polygon""}";25;Gent;Stad Gent;5;Ja;Betontegels;Voetpad;Actief;mob/ftsst13081;;False;False;17028927_1;Warandestraat 25;2024-09-09T15:28:18Z;51.05768384193168, 3.7370036618723144
Manilastraat;"{""coordinates"": [[[3.693766007819792, 51.06874858405137], [3.693738414269216, 51.06874400885927], [3.693753674849241, 51.068707468271306], [3.693780732105616, 51.06871195314852], [3.693766007819792, 51.06874858405137]]], ""type"": ""Polygon""}";24;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst13014;;False;False;17028914_1;Manilastraat 24;2023-09-20T14:02:45Z;51.06872806349311, 3.693759682797911
Tinnenpotstraat;"{""coordinates"": [[[3.718225286968464, 51.05851834074807], [3.718200158394991, 51.05851257490127], [3.71821245183967, 51.05849138377062], [3.718237596582758, 51.05849709598165], [3.718225286968464, 51.05851834074807]]], ""type"": ""Polygon""}";29;Gent;Stad Gent;5;Ja;Natuursteen Platienen;Parkeerstrook;Actief;mob/ftsst13065;;False;False;17028922_1;Tinnenpotstraat 29;2025-06-11T17:01:27Z;51.05850485091876, 3.7182188779069034
Kikvorsstraat;"{""coordinates"": [[[3.715639072299785, 51.02210394590807], [3.71563564882018, 51.022086098523765], [3.715671021781152, 51.022083399237], [3.715674447057352, 51.02210124662234], [3.715639072299785, 51.02210394590807]]], ""type"": ""Polygon""}";713;Gent;Stad Gent;5;Ja;Onverhard;Grasachtigen;Actief;mob/ftsst13168;;False;False;17029015_1;Kikvorsstraat 713;2023-06-26T12:10:56Z;51.022093672645525, 3.715655047526386
